N,log_2(N),Sorted,Balanced,Scrambled #0,Scrambled #1,Scrambled #2,Scrambled #3,Scrambled #4
29118,14.830,29118,15,37,35,34,36,37
29119,14.830,29119,15,37,35,34,36,37
29120,14.830,29120,15,37,35,34,36,37
29121,14.830,29121,15,37,35,34,36,37
29122,14.830,29122,15,37,35,34,36,37
29123,14.830,29123,15,37,35,34,36,37
29124,14.830,29124,15,37,35,34,36,37
29125,14.830,29125,15,37,35,34,36,37
29126,14.830,29126,15,37,35,34,36,37
29127,14.830,29127,15,37,35,34,36,37
29128,14.830,29128,15,37,35,34,36,37
29129,14.830,29129,15,37,35,34,36,37
29130,14.830,29130,15,37,35,34,36,37
29131,14.830,29131,15,37,35,34,36,37
29132,14.830,29132,15,37,35,34,36,37
29133,14.830,29133,15,37,35,34,36,37
29134,14.830,29134,15,37,35,34,36,37
29135,14.830,29135,15,37,35,34,36,37
29136,14.831,29136,15,37,35,34,36,37
29137,14.831,29137,15,37,35,34,36,37
29138,14.831,29138,15,37,35,34,36,37
29139,14.831,29139,15,37,35,34,36,37
29140,14.831,29140,15,37,35,34,36,37
29141,14.831,29141,15,37,35,34,36,37
29142,14.831,29142,15,37,35,34,36,37
29143,14.831,29143,15,37,35,34,36,37
29144,14.831,29144,15,37,35,34,36,37
29145,14.831,29145,15,37,35,34,36,37
29146,14.831,29146,15,37,35,34,36,37
29147,14.831,29147,15,37,35,34,36,37
29148,14.831,29148,15,37,35,34,36,37
29149,14.831,29149,15,37,35,34,36,37
29150,14.831,29150,15,37,35,34,36,37
29151,14.831,29151,15,37,35,34,36,37
29152,14.831,29152,15,37,35,34,36,37
29153,14.831,29153,15,37,35,34,36,37
29154,14.831,29154,15,37,35,34,36,37
29155,14.831,29155,15,37,35,34,36,37
29156,14.832,29156,15,37,35,34,36,37
29157,14.832,29157,15,37,35,34,36,37
29158,14.832,29158,15,37,35,34,36,37
29159,14.832,29159,15,37,35,34,36,37
29160,14.832,29160,15,37,35,34,36,37
29161,14.832,29161,15,37,35,34,36,37
29162,14.832,29162,15,37,35,34,36,37
29163,14.832,29163,15,37,35,34,36,37
29164,14.832,29164,15,37,35,34,36,37
29165,14.832,29165,15,37,35,34,36,37
29166,14.832,29166,15,37,35,34,36,37
29167,14.832,29167,15,37,35,34,36,37
29168,14.832,29168,15,37,35,34,36,37
29169,14.832,29169,15,37,35,34,36,37
29170,14.832,29170,15,37,35,34,36,37
29171,14.832,29171,15,37,35,34,36,37
29172,14.832,29172,15,37,35,34,36,37
29173,14.832,29173,15,37,35,34,36,37
29174,14.832,29174,15,37,35,34,36,37
29175,14.832,29175,15,37,35,34,36,37
29176,14.832,29176,15,37,35,34,36,37
29177,14.833,29177,15,37,35,34,36,37
29178,14.833,29178,15,37,35,34,36,37
29179,14.833,29179,15,37,35,34,36,37
29180,14.833,29180,15,37,35,34,36,37
29181,14.833,29181,15,37,35,34,36,37
29182,14.833,29182,15,37,35,34,36,37
29183,14.833,29183,15,37,35,34,36,37
29184,14.833,29184,15,37,35,34,36,37
29185,14.833,29185,15,37,35,34,36,37
29186,14.833,29186,15,37,35,34,36,37
29187,14.833,29187,15,37,35,34,36,37
29188,14.833,29188,15,37,35,34,36,37
29189,14.833,29189,15,37,35,34,36,37
29190,14.833,29190,15,37,35,34,36,37
29191,14.833,29191,15,37,35,34,36,37
29192,14.833,29192,15,37,35,34,36,37
29193,14.833,29193,15,37,35,34,36,37
29194,14.833,29194,15,37,35,34,36,37
29195,14.833,29195,15,37,35,34,36,37
29196,14.833,29196,15,37,35,34,36,37
29197,14.834,29197,15,37,35,34,36,37
29198,14.834,29198,15,37,35,34,36,37
29199,14.834,29199,15,37,35,34,36,37
29200,14.834,29200,15,37,35,34,36,37
29201,14.834,29201,15,37,35,34,36,37
29202,14.834,29202,15,37,35,34,36,37
29203,14.834,29203,15,37,35,34,36,37
29204,14.834,29204,15,37,35,34,36,37
29205,14.834,29205,15,37,35,34,36,37
29206,14.834,29206,15,37,35,34,36,37
29207,14.834,29207,15,37,35,34,36,37
29208,14.834,29208,15,37,35,34,36,37
29209,14.834,29209,15,37,35,34,36,37
29210,14.834,29210,15,37,35,34,36,37
29211,14.834,29211,15,37,35,34,36,37
29212,14.834,29212,15,37,35,34,36,37
29213,14.834,29213,15,37,35,34,36,37
29214,14.834,29214,15,37,35,34,36,37
29215,14.834,29215,15,37,35,34,36,37
29216,14.834,29216,15,37,35,34,36,37
29217,14.835,29217,15,37,35,34,36,37
29218,14.835,29218,15,37,35,34,36,37
29219,14.835,29219,15,37,35,34,36,37
29220,14.835,29220,15,37,35,34,36,37
29221,14.835,29221,15,37,35,34,36,37
29222,14.835,29222,15,37,35,34,36,37
29223,14.835,29223,15,37,35,34,36,37
29224,14.835,29224,15,37,35,34,36,37
29225,14.835,29225,15,37,35,34,36,37
29226,14.835,29226,15,37,35,34,36,37
29227,14.835,29227,15,37,35,34,36,37
29228,14.835,29228,15,37,35,34,36,37
29229,14.835,29229,15,37,35,34,36,37
29230,14.835,29230,15,37,35,34,36,37
29231,14.835,29231,15,37,35,34,36,37
29232,14.835,29232,15,37,35,34,36,37
29233,14.835,29233,15,37,35,34,36,37
29234,14.835,29234,15,37,35,34,36,37
29235,14.835,29235,15,37,35,34,36,37
29236,14.835,29236,15,37,35,34,36,37
29237,14.836,29237,15,37,35,34,36,37
29238,14.836,29238,15,37,35,34,36,37
29239,14.836,29239,15,37,35,34,36,37
29240,14.836,29240,15,37,35,34,36,37
29241,14.836,29241,15,37,35,34,36,37
29242,14.836,29242,15,37,35,34,36,37
29243,14.836,29243,15,37,35,34,36,37
29244,14.836,29244,15,37,35,34,36,37
29245,14.836,29245,15,37,35,34,36,37
29246,14.836,29246,15,37,35,34,36,37
29247,14.836,29247,15,37,35,34,36,37
29248,14.836,29248,15,37,35,34,36,37
29249,14.836,29249,15,37,35,34,36,37
29250,14.836,29250,15,37,35,34,36,37
29251,14.836,29251,15,37,35,34,36,37
29252,14.836,29252,15,37,35,34,36,37
29253,14.836,29253,15,37,35,34,36,37
29254,14.836,29254,15,37,35,34,36,37
29255,14.836,29255,15,37,35,34,36,37
29256,14.836,29256,15,37,35,34,36,37
29257,14.836,29257,15,37,35,34,36,37
29258,14.837,29258,15,37,35,34,36,37
29259,14.837,29259,15,37,35,34,36,37
29260,14.837,29260,15,37,35,34,36,37
29261,14.837,29261,15,37,35,34,36,37
29262,14.837,29262,15,37,35,34,36,37
29263,14.837,29263,15,37,35,34,36,37
29264,14.837,29264,15,37,35,34,36,37
29265,14.837,29265,15,37,35,34,36,37
29266,14.837,29266,15,37,35,34,36,37
29267,14.837,29267,15,37,35,34,36,37
29268,14.837,29268,15,37,35,34,36,37
29269,14.837,29269,15,37,35,34,36,37
29270,14.837,29270,15,37,35,34,36,37
29271,14.837,29271,15,37,35,34,36,37
29272,14.837,29272,15,37,35,34,36,37
29273,14.837,29273,15,37,35,34,36,37
29274,14.837,29274,15,37,35,34,36,37
29275,14.837,29275,15,37,35,34,36,37
29276,14.837,29276,15,37,35,34,36,37
29277,14.837,29277,15,37,35,34,36,37
29278,14.838,29278,15,37,35,34,36,37
29279,14.838,29279,15,37,35,34,36,37
29280,14.838,29280,15,37,35,34,36,37
29281,14.838,29281,15,37,35,34,36,37
29282,14.838,29282,15,37,35,34,36,37
29283,14.838,29283,15,37,35,34,36,37
29284,14.838,29284,15,37,35,34,36,37
29285,14.838,29285,15,37,35,34,36,37
29286,14.838,29286,15,37,35,34,36,37
29287,14.838,29287,15,37,35,34,36,37
29288,14.838,29288,15,37,35,34,36,37
29289,14.838,29289,15,37,35,34,36,37
29290,14.838,29290,15,37,35,34,36,37
29291,14.838,29291,15,37,35,34,36,37
29292,14.838,29292,15,37,35,34,36,37
29293,14.838,29293,15,37,35,34,36,37
29294,14.838,29294,15,37,35,34,36,37
29295,14.838,29295,15,37,35,34,36,37
29296,14.838,29296,15,37,35,34,36,37
29297,14.838,29297,15,37,35,34,36,37
29298,14.839,29298,15,37,35,34,36,37
29299,14.839,29299,15,37,35,34,36,37
29300,14.839,29300,15,37,35,34,36,37
29301,14.839,29301,15,37,35,34,36,37
29302,14.839,29302,15,37,35,34,36,37
29303,14.839,29303,15,37,35,34,36,37
29304,14.839,29304,15,37,35,34,36,37
29305,14.839,29305,15,37,35,34,36,37
29306,14.839,29306,15,37,35,34,36,37
29307,14.839,29307,15,37,35,34,36,37
29308,14.839,29308,15,37,35,34,36,37
29309,14.839,29309,15,37,35,34,36,37
29310,14.839,29310,15,37,35,34,36,37
29311,14.839,29311,15,37,35,34,36,37
29312,14.839,29312,15,37,35,34,36,37
29313,14.839,29313,15,37,35,34,36,37
29314,14.839,29314,15,37,35,34,36,37
29315,14.839,29315,15,37,35,34,36,37
29316,14.839,29316,15,37,35,34,36,37
29317,14.839,29317,15,37,35,34,36,37
29318,14.839,29318,15,37,35,34,36,37
29319,14.840,29319,15,37,35,34,36,37
29320,14.840,29320,15,37,35,34,36,37
29321,14.840,29321,15,37,35,34,36,37
29322,14.840,29322,15,37,35,34,36,37
29323,14.840,29323,15,37,35,34,36,37
29324,14.840,29324,15,37,35,34,36,37
29325,14.840,29325,15,37,35,34,36,37
29326,14.840,29326,15,37,35,34,36,37
29327,14.840,29327,15,37,35,34,36,37
29328,14.840,29328,15,37,35,34,36,37
29329,14.840,29329,15,37,35,34,36,37
29330,14.840,29330,15,37,35,34,36,37
29331,14.840,29331,15,37,35,34,36,37
29332,14.840,29332,15,37,35,34,36,37
29333,14.840,29333,15,37,35,34,36,37
29334,14.840,29334,15,37,35,34,36,37
29335,14.840,29335,15,37,35,34,36,37
29336,14.840,29336,15,37,35,34,36,37
29337,14.840,29337,15,37,35,34,36,37
29338,14.840,29338,15,37,35,34,36,37
29339,14.841,29339,15,37,35,34,36,37
29340,14.841,29340,15,37,35,34,36,37
29341,14.841,29341,15,37,35,34,36,37
29342,14.841,29342,15,37,35,34,36,37
29343,14.841,29343,15,37,35,34,36,37
29344,14.841,29344,15,37,35,34,36,37
29345,14.841,29345,15,37,35,34,36,37
29346,14.841,29346,15,37,35,34,36,37
29347,14.841,29347,15,37,35,34,36,37
29348,14.841,29348,15,37,35,34,36,37
29349,14.841,29349,15,37,35,34,36,37
29350,14.841,29350,15,37,35,34,36,37
29351,14.841,29351,15,37,35,34,36,37
29352,14.841,29352,15,37,35,34,36,37
29353,14.841,29353,15,37,35,34,36,37
29354,14.841,29354,15,37,35,34,36,37
29355,14.841,29355,15,37,35,34,36,37
29356,14.841,29356,15,37,35,34,36,37
29357,14.841,29357,15,37,35,34,36,37
29358,14.841,29358,15,37,35,34,36,37
29359,14.842,29359,15,37,35,34,36,37
29360,14.842,29360,15,37,35,34,36,37
29361,14.842,29361,15,37,35,34,36,37
29362,14.842,29362,15,37,35,34,36,37
29363,14.842,29363,15,37,35,34,36,37
29364,14.842,29364,15,37,35,34,36,37
29365,14.842,29365,15,37,35,34,36,37
29366,14.842,29366,15,37,35,34,36,37
29367,14.842,29367,15,37,35,34,36,37
29368,14.842,29368,15,37,35,34,36,37
29369,14.842,29369,15,37,35,34,36,37
29370,14.842,29370,15,37,35,34,36,37
29371,14.842,29371,15,37,35,34,36,37
29372,14.842,29372,15,37,35,34,36,37
29373,14.842,29373,15,37,35,34,36,37
29374,14.842,29374,15,37,35,34,36,37
29375,14.842,29375,15,37,35,34,36,37
29376,14.842,29376,15,37,35,34,36,37
29377,14.842,29377,15,37,35,34,36,37
29378,14.842,29378,15,37,35,34,36,37
29379,14.842,29379,15,37,35,34,36,37
29380,14.843,29380,15,37,35,34,36,37
29381,14.843,29381,15,37,35,34,36,37
29382,14.843,29382,15,37,35,34,36,37
29383,14.843,29383,15,37,35,34,36,37
29384,14.843,29384,15,37,35,34,36,37
29385,14.843,29385,15,37,35,34,36,37
29386,14.843,29386,15,37,35,34,36,37
29387,14.843,29387,15,37,35,34,36,37
29388,14.843,29388,15,37,35,34,36,37
29389,14.843,29389,15,37,35,34,36,37
29390,14.843,29390,15,37,35,34,36,37
29391,14.843,29391,15,37,35,34,36,37
29392,14.843,29392,15,37,35,34,36,37
29393,14.843,29393,15,37,35,34,36,37
29394,14.843,29394,15,37,35,34,36,37
29395,14.843,29395,15,37,35,34,36,37
29396,14.843,29396,15,37,35,34,36,37
29397,14.843,29397,15,37,35,34,36,37
29398,14.843,29398,15,37,35,34,36,37
29399,14.843,29399,15,37,35,34,36,37
29400,14.844,29400,15,37,35,34,36,37
29401,14.844,29401,15,37,35,34,36,37
29402,14.844,29402,15,37,35,34,36,37
29403,14.844,29403,15,37,35,34,36,37
29404,14.844,29404,15,37,35,34,36,37
29405,14.844,29405,15,37,35,34,36,37
29406,14.844,29406,15,37,35,34,36,37
29407,14.844,29407,15,37,35,34,36,37
29408,14.844,29408,15,37,35,34,36,37
29409,14.844,29409,15,37,35,34,36,37
29410,14.844,29410,15,37,35,34,36,37
29411,14.844,29411,15,37,35,34,36,37
29412,14.844,29412,15,37,35,34,36,37
29413,14.844,29413,15,37,35,34,36,37
29414,14.844,29414,15,37,35,34,36,37
29415,14.844,29415,15,37,35,34,36,37
29416,14.844,29416,15,37,35,34,36,37
29417,14.844,29417,15,37,35,34,36,37
29418,14.844,29418,15,37,35,34,36,37
29419,14.844,29419,15,37,35,34,36,37
29420,14.845,29420,15,37,35,34,36,37
29421,14.845,29421,15,37,35,34,36,37
29422,14.845,29422,15,37,35,34,36,37
29423,14.845,29423,15,37,35,34,36,37
29424,14.845,29424,15,37,35,34,36,37
29425,14.845,29425,15,37,35,34,36,37
29426,14.845,29426,15,37,35,34,36,37
29427,14.845,29427,15,37,35,34,36,37
29428,14.845,29428,15,37,35,34,36,37
29429,14.845,29429,15,37,35,34,36,37
29430,14.845,29430,15,37,35,34,36,37
29431,14.845,29431,15,37,35,34,36,37
29432,14.845,29432,15,37,35,34,36,37
29433,14.845,29433,15,37,35,34,36,37
29434,14.845,29434,15,37,35,34,36,37
29435,14.845,29435,15,37,35,34,36,37
29436,14.845,29436,15,37,35,34,36,37
29437,14.845,29437,15,37,35,34,36,37
29438,14.845,29438,15,37,35,34,36,37
29439,14.845,29439,15,37,35,34,36,37
29440,14.845,29440,15,37,35,34,36,37
29441,14.846,29441,15,37,35,34,36,37
29442,14.846,29442,15,37,35,34,36,37
29443,14.846,29443,15,37,35,34,36,37
29444,14.846,29444,15,37,35,34,36,37
29445,14.846,29445,15,37,35,34,36,37
29446,14.846,29446,15,37,35,34,36,37
29447,14.846,29447,15,37,35,34,36,37
29448,14.846,29448,15,37,35,34,36,37
29449,14.846,29449,15,37,35,34,36,37
29450,14.846,29450,15,37,35,34,36,37
29451,14.846,29451,15,37,35,34,36,37
29452,14.846,29452,15,37,35,34,36,37
29453,14.846,29453,15,37,35,34,36,37
29454,14.846,29454,15,37,35,34,36,37
29455,14.846,29455,15,37,35,34,36,37
29456,14.846,29456,15,37,35,34,36,37
29457,14.846,29457,15,37,35,34,36,37
29458,14.846,29458,15,37,35,34,36,37
29459,14.846,29459,15,37,35,34,36,37
29460,14.846,29460,15,37,35,34,36,37
29461,14.847,29461,15,37,35,34,36,37
29462,14.847,29462,15,37,35,34,36,37
29463,14.847,29463,15,37,35,34,36,37
29464,14.847,29464,15,37,35,34,36,37
29465,14.847,29465,15,37,35,34,36,37
29466,14.847,29466,15,37,35,34,36,37
29467,14.847,29467,15,37,35,34,36,37
29468,14.847,29468,15,37,35,34,36,37
29469,14.847,29469,15,37,35,34,36,37
29470,14.847,29470,15,37,35,34,36,37
29471,14.847,29471,15,37,35,34,36,37
29472,14.847,29472,15,37,35,34,36,37
29473,14.847,29473,15,37,35,34,36,37
29474,14.847,29474,15,37,35,34,36,37
29475,14.847,29475,15,37,35,34,36,37
29476,14.847,29476,15,37,35,34,36,37
29477,14.847,29477,15,37,35,34,36,37
29478,14.847,29478,15,37,35,34,36,37
29479,14.847,29479,15,37,35,34,36,37
29480,14.847,29480,15,37,35,34,36,37
29481,14.847,29481,15,37,35,34,36,37
29482,14.848,29482,15,37,35,34,36,37
29483,14.848,29483,15,37,35,34,36,37
29484,14.848,29484,15,37,35,34,36,37
29485,14.848,29485,15,37,35,34,36,37
29486,14.848,29486,15,37,35,34,36,37
29487,14.848,29487,15,37,35,34,36,37
29488,14.848,29488,15,37,35,34,36,37
29489,14.848,29489,15,37,35,34,36,37
29490,14.848,29490,15,37,35,34,36,37
29491,14.848,29491,15,37,35,34,36,37
29492,14.848,29492,15,37,35,34,36,37
29493,14.848,29493,15,37,35,34,36,37
29494,14.848,29494,15,37,35,34,36,37
29495,14.848,29495,15,37,35,34,36,37
29496,14.848,29496,15,37,35,34,36,37
29497,14.848,29497,15,37,35,34,36,37
29498,14.848,29498,15,37,35,34,36,37
29499,14.848,29499,15,37,35,34,36,37
29500,14.848,29500,15,37,35,34,36,37
29501,14.848,29501,15,37,35,34,36,37
29502,14.849,29502,15,37,35,34,36,37
29503,14.849,29503,15,37,35,34,36,37
29504,14.849,29504,15,37,35,34,36,37
29505,14.849,29505,15,37,35,34,36,37
29506,14.849,29506,15,37,35,34,36,37
29507,14.849,29507,15,37,35,34,36,37
29508,14.849,29508,15,37,35,34,36,37
29509,14.849,29509,15,37,35,34,36,37
29510,14.849,29510,15,37,35,34,36,37
29511,14.849,29511,15,37,35,34,36,37
29512,14.849,29512,15,37,35,34,36,37
29513,14.849,29513,15,37,35,34,36,37
29514,14.849,29514,15,37,35,34,36,37
29515,14.849,29515,15,37,35,34,36,37
29516,14.849,29516,15,37,35,34,36,37
29517,14.849,29517,15,37,35,34,36,37
29518,14.849,29518,15,37,35,34,36,37
29519,14.849,29519,15,37,35,34,36,37
29520,14.849,29520,15,37,35,34,36,37
29521,14.849,29521,15,37,35,34,36,37
29522,14.850,29522,15,37,35,34,36,37
29523,14.850,29523,15,37,35,34,36,37
29524,14.850,29524,15,37,35,34,36,37
29525,14.850,29525,15,37,35,34,36,37
29526,14.850,29526,15,37,35,34,36,37
29527,14.850,29527,15,37,35,34,36,37
29528,14.850,29528,15,37,35,34,36,37
29529,14.850,29529,15,37,35,34,36,37
29530,14.850,29530,15,37,35,34,36,37
29531,14.850,29531,15,37,35,34,36,37
29532,14.850,29532,15,37,35,34,36,37
29533,14.850,29533,15,37,35,34,36,37
29534,14.850,29534,15,37,35,34,36,37
29535,14.850,29535,15,37,35,34,36,37
29536,14.850,29536,15,37,35,34,36,37
29537,14.850,29537,15,37,35,34,36,37
29538,14.850,29538,15,37,35,34,36,37
29539,14.850,29539,15,37,35,34,36,37
29540,14.850,29540,15,37,35,34,36,37
29541,14.850,29541,15,37,35,34,36,37
29542,14.850,29542,15,37,35,34,36,37
29543,14.851,29543,15,37,35,34,36,37
29544,14.851,29544,15,37,35,34,36,37
29545,14.851,29545,15,37,35,34,36,37
29546,14.851,29546,15,37,35,34,36,37
29547,14.851,29547,15,37,35,34,36,37
29548,14.851,29548,15,37,35,34,36,37
29549,14.851,29549,15,37,35,34,36,37
29550,14.851,29550,15,37,35,34,36,37
29551,14.851,29551,15,37,35,34,36,37
29552,14.851,29552,15,37,35,34,36,37
29553,14.851,29553,15,37,35,34,36,37
29554,14.851,29554,15,37,35,34,36,37
29555,14.851,29555,15,37,35,34,36,37
29556,14.851,29556,15,37,35,34,36,37
29557,14.851,29557,15,37,35,34,36,37
29558,14.851,29558,15,37,35,34,36,37
29559,14.851,29559,15,37,35,34,36,37
29560,14.851,29560,15,37,35,34,36,37
29561,14.851,29561,15,37,35,34,36,37
29562,14.851,29562,15,37,35,34,36,37
29563,14.852,29563,15,37,35,34,36,37
29564,14.852,29564,15,37,35,34,36,37
29565,14.852,29565,15,37,35,34,36,37
29566,14.852,29566,15,37,35,34,36,37
29567,14.852,29567,15,37,35,34,36,37
29568,14.852,29568,15,37,35,34,36,37
29569,14.852,29569,15,37,35,34,36,37
29570,14.852,29570,15,37,35,34,36,37
29571,14.852,29571,15,37,35,34,36,37
29572,14.852,29572,15,37,35,34,36,37
29573,14.852,29573,15,37,35,34,36,37
29574,14.852,29574,15,37,35,34,36,37
29575,14.852,29575,15,37,35,34,36,37
29576,14.852,29576,15,37,35,34,36,37
29577,14.852,29577,15,37,35,34,36,37
29578,14.852,29578,15,37,35,34,36,37
29579,14.852,29579,15,37,35,34,36,37
29580,14.852,29580,15,37,35,34,36,37
29581,14.852,29581,15,37,35,34,36,37
29582,14.852,29582,15,37,35,34,36,37
29583,14.852,29583,15,37,35,34,36,37
29584,14.853,29584,15,37,35,34,36,37
29585,14.853,29585,15,37,35,34,36,37
29586,14.853,29586,15,37,35,34,36,37
29587,14.853,29587,15,37,35,34,36,37
29588,14.853,29588,15,37,35,34,36,37
29589,14.853,29589,15,37,35,34,36,37
29590,14.853,29590,15,37,35,34,36,37
29591,14.853,29591,15,37,35,34,36,37
29592,14.853,29592,15,37,35,34,36,37
29593,14.853,29593,15,37,35,34,36,37
29594,14.853,29594,15,37,35,34,36,37
29595,14.853,29595,15,37,35,34,36,37
29596,14.853,29596,15,37,35,34,36,37
29597,14.853,29597,15,37,35,34,36,37
29598,14.853,29598,15,37,35,34,36,37
29599,14.853,29599,15,37,35,34,36,37
29600,14.853,29600,15,37,35,34,36,37
29601,14.853,29601,15,37,35,34,36,37
29602,14.853,29602,15,37,35,34,36,37
29603,14.853,29603,15,37,35,34,36,37
29604,14.854,29604,15,37,35,34,36,37
29605,14.854,29605,15,37,35,34,36,37
29606,14.854,29606,15,37,35,34,36,37
29607,14.854,29607,15,37,35,34,36,37
29608,14.854,29608,15,37,35,34,36,37
29609,14.854,29609,15,37,35,34,36,37
29610,14.854,29610,15,37,35,34,36,37
29611,14.854,29611,15,37,35,34,36,37
29612,14.854,29612,15,37,35,34,36,37
29613,14.854,29613,15,37,35,34,36,37
29614,14.854,29614,15,37,35,34,36,37
29615,14.854,29615,15,37,35,34,36,37
29616,14.854,29616,15,37,35,34,36,37
29617,14.854,29617,15,37,35,34,36,37
29618,14.854,29618,15,37,35,34,36,37
29619,14.854,29619,15,37,35,34,36,37
29620,14.854,29620,15,37,35,34,36,37
29621,14.854,29621,15,37,35,34,36,37
29622,14.854,29622,15,37,35,34,36,37
29623,14.854,29623,15,37,35,34,36,37
29624,14.854,29624,15,37,35,34,36,37
29625,14.855,29625,15,37,35,34,36,37
29626,14.855,29626,15,37,35,34,36,37
29627,14.855,29627,15,37,35,34,36,37
29628,14.855,29628,15,37,35,34,36,37
29629,14.855,29629,15,37,35,34,36,37
29630,14.855,29630,15,37,35,34,36,37
29631,14.855,29631,15,37,35,34,36,37
29632,14.855,29632,15,37,35,34,36,37
29633,14.855,29633,15,37,35,34,36,37
29634,14.855,29634,15,37,35,34,36,37
29635,14.855,29635,15,37,35,34,36,37
29636,14.855,29636,15,37,35,34,36,37
29637,14.855,29637,15,37,35,34,36,37
29638,14.855,29638,15,37,35,34,36,37
29639,14.855,29639,15,37,35,34,36,37
29640,14.855,29640,15,37,35,34,36,37
29641,14.855,29641,15,37,35,34,36,37
29642,14.855,29642,15,37,35,34,36,37
29643,14.855,29643,15,37,35,34,36,37
29644,14.855,29644,15,37,35,34,36,37
29645,14.856,29645,15,37,35,34,36,37
29646,14.856,29646,15,37,35,34,36,37
29647,14.856,29647,15,37,35,34,36,37
29648,14.856,29648,15,37,35,34,36,37
29649,14.856,29649,15,37,35,34,36,37
29650,14.856,29650,15,37,35,34,36,37
29651,14.856,29651,15,37,35,34,36,37
29652,14.856,29652,15,37,35,34,36,37
29653,14.856,29653,15,37,35,34,36,37
29654,14.856,29654,15,37,35,34,36,37
29655,14.856,29655,15,37,35,34,36,37
29656,14.856,29656,15,37,35,34,36,37
29657,14.856,29657,15,37,35,34,36,37
29658,14.856,29658,15,37,35,34,36,37
29659,14.856,29659,15,37,35,34,36,37
29660,14.856,29660,15,37,35,34,36,37
29661,14.856,29661,15,37,35,34,36,37
29662,14.856,29662,15,37,35,34,36,37
29663,14.856,29663,15,37,35,34,36,37
29664,14.856,29664,15,37,35,34,36,37
29665,14.856,29665,15,37,35,34,36,37
29666,14.857,29666,15,37,35,34,36,37
29667,14.857,29667,15,37,35,34,36,37
29668,14.857,29668,15,37,35,34,36,37
29669,14.857,29669,15,37,35,34,36,37
29670,14.857,29670,15,37,35,34,36,37
29671,14.857,29671,15,37,35,34,36,37
29672,14.857,29672,15,37,35,34,36,37
29673,14.857,29673,15,37,35,34,36,37
29674,14.857,29674,15,37,35,34,36,37
29675,14.857,29675,15,37,35,34,36,37
29676,14.857,29676,15,37,35,34,36,37
29677,14.857,29677,15,37,35,34,36,37
29678,14.857,29678,15,37,35,34,36,37
29679,14.857,29679,15,37,35,34,36,37
29680,14.857,29680,15,37,35,34,36,37
29681,14.857,29681,15,37,35,34,36,37
29682,14.857,29682,15,37,35,34,36,37
29683,14.857,29683,15,37,35,34,36,37
29684,14.857,29684,15,37,35,34,36,37
29685,14.857,29685,15,37,35,34,36,37
29686,14.857,29686,15,37,35,34,36,37
29687,14.858,29687,15,37,35,34,36,37
29688,14.858,29688,15,37,35,34,36,37
29689,14.858,29689,15,37,35,34,36,37
29690,14.858,29690,15,37,35,34,36,37
29691,14.858,29691,15,37,35,34,36,37
29692,14.858,29692,15,37,35,34,36,37
29693,14.858,29693,15,37,35,34,36,37
29694,14.858,29694,15,37,35,34,36,37
29695,14.858,29695,15,37,35,34,36,37
29696,14.858,29696,15,37,35,34,36,37
29697,14.858,29697,15,37,35,34,36,37
29698,14.858,29698,15,37,35,34,36,37
29699,14.858,29699,15,37,35,34,36,37
29700,14.858,29700,15,37,35,34,36,37
29701,14.858,29701,15,37,35,34,36,37
29702,14.858,29702,15,37,35,34,36,37
29703,14.858,29703,15,37,35,34,36,37
29704,14.858,29704,15,37,35,34,36,37
29705,14.858,29705,15,37,35,34,36,37
29706,14.858,29706,15,37,35,34,36,37
29707,14.859,29707,15,37,35,34,36,37
29708,14.859,29708,15,37,35,34,36,37
29709,14.859,29709,15,37,35,34,36,37
29710,14.859,29710,15,37,35,34,36,37
29711,14.859,29711,15,37,35,34,36,37
29712,14.859,29712,15,37,35,34,36,37
29713,14.859,29713,15,37,35,34,36,37
29714,14.859,29714,15,37,35,34,36,37
29715,14.859,29715,15,37,35,34,36,37
29716,14.859,29716,15,37,35,34,36,37
29717,14.859,29717,15,37,35,34,36,37
29718,14.859,29718,15,37,35,34,36,37
29719,14.859,29719,15,37,35,34,36,37
29720,14.859,29720,15,37,35,34,36,37
29721,14.859,29721,15,37,35,34,36,37
29722,14.859,29722,15,37,35,34,36,37
29723,14.859,29723,15,37,35,34,36,37
29724,14.859,29724,15,37,35,34,36,37
29725,14.859,29725,15,37,35,34,36,37
29726,14.859,29726,15,37,35,34,36,37
29727,14.859,29727,15,37,35,34,36,37
29728,14.860,29728,15,37,35,34,36,37
29729,14.860,29729,15,37,35,34,36,37
29730,14.860,29730,15,37,35,34,36,37
29731,14.860,29731,15,37,35,34,36,37
29732,14.860,29732,15,37,35,34,36,37
29733,14.860,29733,15,37,35,34,36,37
29734,14.860,29734,15,37,35,34,36,37
29735,14.860,29735,15,37,35,34,36,37
29736,14.860,29736,15,37,35,34,36,37
29737,14.860,29737,15,37,35,34,36,37
29738,14.860,29738,15,37,35,34,36,37
29739,14.860,29739,15,37,35,34,36,37
29740,14.860,29740,15,37,35,34,36,37
29741,14.860,29741,15,37,35,34,36,37
29742,14.860,29742,15,37,35,34,36,37
29743,14.860,29743,15,37,35,34,36,37
29744,14.860,29744,15,37,35,34,36,37
29745,14.860,29745,15,37,35,34,36,37
29746,14.860,29746,15,37,35,34,36,37
29747,14.860,29747,15,37,35,34,36,37
29748,14.861,29748,15,37,35,34,36,37
29749,14.861,29749,15,37,35,34,36,37
29750,14.861,29750,15,37,35,34,36,37
