N,log_2(N),Sorted,Balanced,Scrambled #0,Scrambled #1,Scrambled #2,Scrambled #3,Scrambled #4
698,9.447,698,10,21,22,19,24,21
699,9.449,699,10,21,22,19,24,21
700,9.451,700,10,21,22,19,24,21
701,9.453,701,10,21,22,19,24,21
702,9.455,702,10,21,22,19,24,21
703,9.457,703,10,21,22,19,24,21
704,9.459,704,10,21,22,19,24,21
705,9.461,705,10,21,22,19,24,21
706,9.464,706,10,21,22,19,24,21
707,9.466,707,10,21,22,19,24,21
708,9.468,708,10,21,22,19,24,21
709,9.470,709,10,21,22,19,24,21
710,9.472,710,10,21,22,19,24,21
711,9.474,711,10,21,22,19,24,21
712,9.476,712,10,21,22,19,24,21
713,9.478,713,10,21,22,19,24,21
714,9.480,714,10,21,22,19,24,21
715,9.482,715,10,21,22,19,24,21
716,9.484,716,10,21,22,19,24,21
717,9.486,717,10,21,22,19,24,21
718,9.488,718,10,21,22,19,24,21
719,9.490,719,10,21,22,19,24,21
720,9.492,720,10,21,22,19,24,21
721,9.494,721,10,21,22,19,24,21
722,9.496,722,10,21,22,19,24,21
723,9.498,723,10,21,22,19,24,21
724,9.500,724,10,21,22,19,24,21
725,9.502,725,10,21,22,19,24,21
726,9.504,726,10,21,22,19,24,21
727,9.506,727,10,21,22,19,24,21
728,9.508,728,10,21,22,19,24,21
729,9.510,729,10,21,22,19,24,21
730,9.512,730,10,21,22,19,24,21
731,9.514,731,10,21,22,19,24,21
732,9.516,732,10,21,22,19,24,21
733,9.518,733,10,21,22,19,24,21
734,9.520,734,10,21,22,19,24,21
735,9.522,735,10,21,22,19,24,21
736,9.524,736,10,21,22,19,24,21
737,9.526,737,10,21,22,19,24,21
738,9.527,738,10,21,22,19,24,21
739,9.529,739,10,21,22,19,24,21
740,9.531,740,10,21,22,19,24,21
741,9.533,741,10,21,22,19,24,21
742,9.535,742,10,21,22,19,24,21
743,9.537,743,10,21,22,19,24,21
744,9.539,744,10,21,22,19,24,21
745,9.541,745,10,21,22,19,24,21
746,9.543,746,10,21,22,19,24,21
747,9.545,747,10,21,22,19,24,21
748,9.547,748,10,21,22,19,24,21
749,9.549,749,10,21,22,19,24,21
750,9.551,750,10,21,22,19,24,21
751,9.553,751,10,21,22,19,24,21
752,9.555,752,10,21,22,19,24,21
753,9.557,753,10,21,22,19,24,21
754,9.558,754,10,21,22,19,24,21
755,9.560,755,10,21,22,19,24,21
756,9.562,756,10,21,22,19,24,21
757,9.564,757,10,21,22,19,24,21
758,9.566,758,10,21,22,19,24,21
759,9.568,759,10,21,22,19,24,21
760,9.570,760,10,21,22,19,24,21
761,9.572,761,10,21,22,19,24,21
762,9.574,762,10,21,22,19,24,21
763,9.576,763,10,21,22,19,24,21
764,9.577,764,10,21,22,19,24,21
765,9.579,765,10,21,22,19,24,21
766,9.581,766,10,21,22,19,24,21
767,9.583,767,10,21,22,19,24,21
768,9.585,768,10,21,22,19,24,21
769,9.587,769,10,21,22,19,24,21
770,9.589,770,10,21,22,19,24,21
771,9.591,771,10,21,22,19,24,21
772,9.592,772,10,21,22,19,24,21
773,9.594,773,10,21,22,19,24,21
774,9.596,774,10,21,22,19,24,21
775,9.598,775,10,21,22,19,24,21
776,9.600,776,10,21,22,19,24,21
777,9.602,777,10,21,22,19,24,21
778,9.604,778,10,21,22,19,24,21
779,9.605,779,10,21,22,19,24,21
780,9.607,780,10,21,22,19,24,21
781,9.609,781,10,21,22,19,24,21
782,9.611,782,10,21,22,19,24,21
783,9.613,783,10,21,22,19,24,21
784,9.615,784,10,21,22,19,24,21
785,9.617,785,10,21,22,19,24,21
786,9.618,786,10,21,22,19,24,21
787,9.620,787,10,21,22,19,24,21
788,9.622,788,10,21,22,19,24,21
789,9.624,789,10,21,22,19,24,21
790,9.626,790,10,21,22,19,24,21
791,9.628,791,10,21,22,19,24,21
792,9.629,792,10,21,22,19,24,21
793,9.631,793,10,21,22,19,24,21
794,9.633,794,10,21,22,19,24,21
795,9.635,795,10,21,22,19,24,21
796,9.637,796,10,21,22,19,24,21
797,9.638,797,10,21,22,19,24,21
798,9.640,798,10,21,22,19,24,21
799,9.642,799,10,21,22,19,24,21
800,9.644,800,10,21,22,19,24,21
801,9.646,801,10,21,22,19,24,21
802,9.647,802,10,21,22,19,24,21
803,9.649,803,10,21,22,19,24,21
804,9.651,804,10,21,22,19,24,21
805,9.653,805,10,21,22,19,24,21
806,9.655,806,10,21,22,19,24,21
807,9.656,807,10,21,22,19,24,21
808,9.658,808,10,21,22,19,24,21
809,9.660,809,10,21,22,19,24,21
810,9.662,810,10,21,22,19,24,21
811,9.664,811,10,21,22,19,24,21
812,9.665,812,10,21,22,19,24,21
813,9.667,813,10,21,22,19,24,21
814,9.669,814,10,21,22,19,24,21
815,9.671,815,10,21,22,19,24,21
816,9.672,816,10,21,22,19,24,21
817,9.674,817,10,21,22,19,24,21
818,9.676,818,10,21,22,19,24,21
819,9.678,819,10,21,22,19,24,21
820,9.679,820,10,21,22,19,24,21
821,9.681,821,10,21,22,19,24,21
822,9.683,822,10,21,22,19,24,21
823,9.685,823,10,21,22,19,24,21
824,9.687,824,10,21,22,19,24,21
825,9.688,825,10,21,22,19,24,21
826,9.690,826,10,21,22,19,24,21
827,9.692,827,10,21,22,19,24,21
828,9.693,828,10,21,22,19,24,21
829,9.695,829,10,21,22,19,24,21
830,9.697,830,10,21,22,19,24,21
831,9.699,831,10,21,22,19,24,21
832,9.700,832,10,21,22,19,24,21
833,9.702,833,10,21,22,19,24,21
834,9.704,834,10,21,22,19,24,21
835,9.706,835,10,21,22,19,24,21
836,9.707,836,10,21,22,19,24,21
837,9.709,837,10,21,22,19,24,21
838,9.711,838,10,21,22,19,24,21
839,9.713,839,10,21,22,19,24,21
840,9.714,840,10,21,22,19,24,21
841,9.716,841,10,21,22,19,24,21
842,9.718,842,10,21,22,19,24,21
843,9.719,843,10,21,22,19,24,21
844,9.721,844,10,21,22,19,24,21
845,9.723,845,10,21,22,19,24,21
846,9.725,846,10,21,22,19,24,21
847,9.726,847,10,21,22,19,24,21
848,9.728,848,10,21,22,19,24,21
849,9.730,849,10,21,22,19,24,21
850,9.731,850,10,21,22,19,24,21
851,9.733,851,10,21,22,19,24,21
852,9.735,852,10,21,22,19,24,21
853,9.736,853,10,21,22,19,24,21
854,9.738,854,10,21,22,19,24,21
855,9.740,855,10,21,22,19,24,21
856,9.741,856,10,21,22,19,24,21
857,9.743,857,10,21,22,19,24,21
858,9.745,858,10,21,22,19,24,21
859,9.747,859,10,21,22,19,24,21
860,9.748,860,10,21,22,19,24,21
861,9.750,861,10,21,22,19,24,21
862,9.752,862,10,21,22,19,24,21
863,9.753,863,10,21,22,19,24,21
864,9.755,864,10,21,22,19,24,21
865,9.757,865,10,21,22,19,24,21
866,9.758,866,10,21,22,19,24,21
867,9.760,867,10,21,22,19,24,21
868,9.762,868,10,21,22,19,24,21
869,9.763,869,10,21,22,19,24,21
870,9.765,870,10,21,22,19,24,21
871,9.767,871,10,21,22,19,24,21
872,9.768,872,10,21,22,19,24,21
873,9.770,873,10,21,22,19,24,21
874,9.771,874,10,21,22,19,24,21
875,9.773,875,10,21,22,19,24,21
876,9.775,876,10,21,22,19,24,21
877,9.776,877,10,21,22,19,24,21
878,9.778,878,10,21,22,19,24,21
879,9.780,879,10,21,22,19,24,21
880,9.781,880,10,21,22,19,24,21
881,9.783,881,10,21,22,19,24,21
882,9.785,882,10,21,22,19,24,21
883,9.786,883,10,21,22,20,24,21
884,9.788,884,10,21,22,20,24,21
885,9.790,885,10,21,22,20,24,21
886,9.791,886,10,21,22,20,24,21
887,9.793,887,10,22,22,20,24,21
888,9.794,888,10,22,22,20,24,21
889,9.796,889,10,22,22,20,24,21
890,9.798,890,10,22,22,20,24,21
891,9.799,891,10,22,22,20,24,22
892,9.801,892,10,22,22,20,24,22
893,9.803,893,10,22,22,20,24,22
894,9.804,894,10,22,22,20,24,22
895,9.806,895,10,22,22,20,24,22
896,9.807,896,10,22,22,20,24,22
897,9.809,897,10,22,22,20,24,22
898,9.811,898,10,22,22,20,24,22
899,9.812,899,10,22,22,20,24,22
900,9.814,900,10,22,22,20,24,22
901,9.815,901,10,22,22,20,24,22
902,9.817,902,10,22,22,20,24,22
903,9.819,903,10,22,22,20,24,22
904,9.820,904,10,22,22,20,24,22
905,9.822,905,10,22,22,20,24,22
906,9.823,906,10,22,22,20,24,22
907,9.825,907,10,22,22,20,24,22
908,9.827,908,10,22,22,20,24,22
909,9.828,909,10,22,22,20,24,22
910,9.830,910,10,22,22,20,24,22
911,9.831,911,10,22,22,20,24,22
912,9.833,912,10,22,22,20,24,22
913,9.834,913,10,22,22,20,24,22
914,9.836,914,10,22,22,20,24,22
915,9.838,915,10,22,22,21,24,22
916,9.839,916,10,22,22,21,24,22
917,9.841,917,10,22,22,21,24,22
918,9.842,918,10,22,22,21,24,22
919,9.844,919,10,22,22,21,24,22
920,9.845,920,10,22,22,21,24,22
921,9.847,921,10,22,22,21,24,22
922,9.849,922,10,22,22,21,24,22
923,9.850,923,10,22,22,21,24,22
924,9.852,924,10,22,22,21,24,22
925,9.853,925,10,22,22,21,24,22
926,9.855,926,10,22,22,21,24,22
927,9.856,927,10,22,22,21,24,22
928,9.858,928,10,22,22,21,24,22
929,9.860,929,10,22,22,21,24,22
930,9.861,930,10,22,22,21,24,22
931,9.863,931,10,22,22,21,24,22
932,9.864,932,10,22,22,21,24,22
933,9.866,933,10,22,22,21,24,22
934,9.867,934,10,22,22,21,24,22
935,9.869,935,10,22,22,21,24,22
936,9.870,936,10,22,22,21,24,22
937,9.872,937,10,22,22,21,24,22
938,9.873,938,10,22,22,21,24,22
939,9.875,939,10,22,22,21,24,22
940,9.877,940,10,22,22,21,24,22
941,9.878,941,10,22,22,21,24,22
942,9.880,942,10,22,22,21,24,22
943,9.881,943,10,22,22,21,24,22
944,9.883,944,10,22,22,21,24,22
945,9.884,945,10,22,22,21,24,22
946,9.886,946,10,22,22,21,24,22
947,9.887,947,10,22,22,21,24,22
948,9.889,948,10,22,22,21,24,22
949,9.890,949,10,22,22,21,24,22
950,9.892,950,10,22,22,21,24,22
951,9.893,951,10,22,22,21,24,22
952,9.895,952,10,22,22,21,24,22
953,9.896,953,10,22,22,21,24,22
954,9.898,954,10,22,22,21,24,22
955,9.899,955,10,22,22,21,24,22
956,9.901,956,10,22,22,21,24,22
957,9.902,957,10,22,22,21,24,22
958,9.904,958,10,22,22,21,24,22
959,9.905,959,10,22,22,21,24,22
960,9.907,960,10,22,22,21,24,22
961,9.908,961,10,22,22,21,24,22
962,9.910,962,10,22,22,21,24,22
963,9.911,963,10,22,22,21,24,22
964,9.913,964,10,22,22,21,24,22
965,9.914,965,10,22,22,21,24,22
966,9.916,966,10,22,22,21,24,22
967,9.917,967,10,22,22,21,24,22
968,9.919,968,10,22,22,21,24,22
969,9.920,969,10,22,22,21,24,22
970,9.922,970,10,22,22,21,24,22
971,9.923,971,10,22,22,21,24,22
972,9.925,972,10,22,22,21,24,22
973,9.926,973,10,22,22,21,24,22
974,9.928,974,10,22,22,21,24,22
975,9.929,975,10,22,22,21,24,22
976,9.931,976,10,22,22,21,24,22
977,9.932,977,10,22,22,21,24,22
978,9.934,978,10,22,22,21,24,22
979,9.935,979,10,22,22,21,24,22
980,9.937,980,10,22,22,21,24,22
981,9.938,981,10,22,22,21,24,22
982,9.940,982,10,22,22,21,24,22
983,9.941,983,10,22,22,21,24,22
984,9.943,984,10,22,22,21,24,22
985,9.944,985,10,22,22,21,24,22
986,9.945,986,10,22,22,21,24,22
987,9.947,987,10,22,22,21,24,22
988,9.948,988,10,22,22,21,24,22
989,9.950,989,10,22,22,21,24,22
990,9.951,990,10,22,22,21,24,22
991,9.953,991,10,22,22,21,24,22
992,9.954,992,10,22,22,21,24,22
993,9.956,993,10,22,22,21,24,22
994,9.957,994,10,22,22,21,24,22
995,9.959,995,10,22,22,21,24,22
996,9.960,996,10,22,22,21,24,22
997,9.961,997,10,22,22,21,24,22
998,9.963,998,10,22,22,21,24,22
999,9.964,999,10,22,22,21,24,22
1000,9.966,1000,10,22,22,21,24,22
1001,9.967,1001,10,22,22,21,24,22
1002,9.969,1002,10,22,22,21,24,22
1003,9.970,1003,10,22,22,21,24,22
1004,9.972,1004,10,22,22,21,24,22
1005,9.973,1005,10,22,22,21,24,22
1006,9.974,1006,10,22,22,21,24,22
1007,9.976,1007,10,22,22,21,24,22
1008,9.977,1008,10,22,22,21,24,22
1009,9.979,1009,10,22,22,21,24,22
1010,9.980,1010,10,22,22,21,24,22
1011,9.982,1011,10,22,22,21,24,22
1012,9.983,1012,10,22,22,21,24,22
1013,9.984,1013,10,22,22,21,24,22
1014,9.986,1014,10,22,22,21,24,22
1015,9.987,1015,10,22,22,21,24,22
1016,9.989,1016,10,22,22,21,24,22
1017,9.990,1017,10,22,22,21,24,22
1018,9.992,1018,10,22,22,21,24,22
1019,9.993,1019,10,22,22,21,24,22
1020,9.994,1020,10,22,22,21,24,22
1021,9.996,1021,10,22,22,21,24,22
1022,9.997,1022,10,22,22,21,24,22
1023,9.999,1023,10,22,22,21,24,22
1024,10.000,1024,11,22,22,21,24,22
1025,10.001,1025,11,22,22,21,24,22
1026,10.003,1026,11,22,22,21,24,22
1027,10.004,1027,11,22,22,21,24,22
1028,10.006,1028,11,22,22,21,24,22
1029,10.007,1029,11,22,22,21,24,22
1030,10.008,1030,11,22,22,21,24,22
1031,10.010,1031,11,22,22,21,24,22
1032,10.011,1032,11,22,22,21,24,22
1033,10.013,1033,11,22,22,21,24,22
1034,10.014,1034,11,22,22,21,24,22
1035,10.015,1035,11,22,22,21,24,22
1036,10.017,1036,11,22,22,21,24,22
1037,10.018,1037,11,22,22,21,24,22
1038,10.020,1038,11,22,22,21,24,22
1039,10.021,1039,11,22,22,21,24,22
1040,10.022,1040,11,22,22,21,24,22
1041,10.024,1041,11,22,22,21,24,22
1042,10.025,1042,11,22,22,21,24,22
1043,10.027,1043,11,22,22,21,24,22
1044,10.028,1044,11,22,22,21,24,22
1045,10.029,1045,11,22,22,21,24,22
1046,10.031,1046,11,22,22,21,24,22
1047,10.032,1047,11,22,22,21,24,22
1048,10.033,1048,11,22,22,21,24,22
1049,10.035,1049,11,22,22,21,24,22
1050,10.036,1050,11,22,22,21,24,22
1051,10.038,1051,11,22,22,21,24,22
1052,10.039,1052,11,22,22,21,24,22
1053,10.040,1053,11,22,22,21,24,22
1054,10.042,1054,11,22,22,21,24,22
1055,10.043,1055,11,22,22,21,24,22
1056,10.044,1056,11,22,22,21,24,22
1057,10.046,1057,11,22,22,21,24,22
1058,10.047,1058,11,22,22,21,24,22
1059,10.048,1059,11,22,22,21,24,22
1060,10.050,1060,11,22,22,21,24,22
1061,10.051,1061,11,22,22,21,24,22
1062,10.053,1062,11,22,22,21,24,22
1063,10.054,1063,11,22,22,21,24,22
1064,10.055,1064,11,22,22,21,24,22
1065,10.057,1065,11,22,22,21,24,22
1066,10.058,1066,11,22,22,21,24,22
1067,10.059,1067,11,22,22,21,24,22
1068,10.061,1068,11,22,22,21,24,22
1069,10.062,1069,11,22,22,21,24,22
1070,10.063,1070,11,22,22,21,24,22
1071,10.065,1071,11,22,22,21,24,22
1072,10.066,1072,11,22,22,21,24,22
1073,10.067,1073,11,22,22,21,24,22
1074,10.069,1074,11,22,22,21,24,22
1075,10.070,1075,11,22,22,21,24,22
1076,10.071,1076,11,22,22,21,24,22
1077,10.073,1077,11,22,22,21,24,22
1078,10.074,1078,11,22,22,21,24,22
1079,10.075,1079,11,22,22,21,24,22
1080,10.077,1080,11,22,22,21,24,22
1081,10.078,1081,11,22,22,21,24,22
1082,10.079,1082,11,22,22,21,24,22
1083,10.081,1083,11,22,22,21,24,22
1084,10.082,1084,11,22,22,21,24,22
1085,10.083,1085,11,22,22,21,24,22
1086,10.085,1086,11,22,22,21,24,22
1087,10.086,1087,11,22,22,21,24,22
1088,10.087,1088,11,22,22,21,24,22
1089,10.089,1089,11,22,22,21,24,22
1090,10.090,1090,11,22,22,21,24,22
1091,10.091,1091,11,22,22,21,24,22
1092,10.093,1092,11,22,22,21,24,22
1093,10.094,1093,11,22,22,21,24,22
1094,10.095,1094,11,22,22,21,24,22
1095,10.097,1095,11,22,22,21,24,22
1096,10.098,1096,11,22,22,21,24,22
1097,10.099,1097,11,22,22,21,24,22
1098,10.101,1098,11,22,22,21,24,22
1099,10.102,1099,11,22,22,21,24,22
1100,10.103,1100,11,22,22,21,24,22
1101,10.105,1101,11,22,22,21,24,22
1102,10.106,1102,11,22,22,21,24,22
1103,10.107,1103,11,22,22,21,24,22
1104,10.109,1104,11,22,22,21,24,22
1105,10.110,1105,11,22,22,21,24,22
1106,10.111,1106,11,22,22,21,24,22
1107,10.112,1107,11,22,22,21,24,22
1108,10.114,1108,11,22,22,21,24,22
1109,10.115,1109,11,22,22,21,24,22
1110,10.116,1110,11,22,22,21,24,22
1111,10.118,1111,11,23,22,21,24,22
1112,10.119,1112,11,23,22,21,24,22
1113,10.120,1113,11,23,22,21,24,22
1114,10.122,1114,11,23,22,21,24,22
1115,10.123,1115,11,23,22,21,24,22
1116,10.124,1116,11,23,22,21,24,22
1117,10.125,1117,11,23,22,21,24,22
1118,10.127,1118,11,23,22,22,24,22
1119,10.128,1119,11,23,23,22,24,22
1120,10.129,1120,11,23,23,22,24,22
1121,10.131,1121,11,23,23,22,24,22
1122,10.132,1122,11,23,23,22,24,22
1123,10.133,1123,11,23,23,22,24,22
1124,10.134,1124,11,23,23,22,24,22
1125,10.136,1125,11,23,23,22,24,22
1126,10.137,1126,11,23,23,22,24,22
1127,10.138,1127,11,23,23,22,24,22
1128,10.140,1128,11,23,23,22,24,22
1129,10.141,1129,11,23,23,22,24,22
1130,10.142,1130,11,23,23,22,24,22
1131,10.143,1131,11,23,23,22,24,22
1132,10.145,1132,11,23,23,22,24,22
1133,10.146,1133,11,23,23,22,24,22
1134,10.147,1134,11,23,23,22,24,22
1135,10.148,1135,11,23,23,22,24,22
1136,10.150,1136,11,23,23,22,24,22
1137,10.151,1137,11,23,23,22,24,22
1138,10.152,1138,11,23,23,22,24,22
1139,10.154,1139,11,23,23,22,24,22
1140,10.155,1140,11,23,23,22,24,22
1141,10.156,1141,11,23,23,22,24,22
1142,10.157,1142,11,23,23,22,24,22
1143,10.159,1143,11,23,23,22,24,22
1144,10.160,1144,11,23,23,22,24,22
1145,10.161,1145,11,23,23,22,24,22
1146,10.162,1146,11,23,23,22,24,22
1147,10.164,1147,11,24,23,22,24,22
1148,10.165,1148,11,24,23,22,24,22
1149,10.166,1149,11,24,23,22,24,22
1150,10.167,1150,11,24,23,22,24,22
1151,10.169,1151,11,24,23,22,24,22
1152,10.170,1152,11,24,23,22,24,22
1153,10.171,1153,11,24,23,22,24,22
1154,10.172,1154,11,24,23,22,24,22
1155,10.174,1155,11,24,23,22,24,22
1156,10.175,1156,11,24,23,22,24,22
1157,10.176,1157,11,24,23,22,24,22
1158,10.177,1158,11,24,23,22,24,22
1159,10.179,1159,11,24,23,22,24,22
1160,10.180,1160,11,24,23,22,24,22
1161,10.181,1161,11,24,23,22,24,22
1162,10.182,1162,11,24,23,22,24,22
1163,10.184,1163,11,24,23,22,24,22
1164,10.185,1164,11,24,23,22,24,22
1165,10.186,1165,11,24,23,22,24,22
1166,10.187,1166,11,24,23,22,24,22
1167,10.189,1167,11,24,23,22,24,22
1168,10.190,1168,11,24,23,22,24,22
1169,10.191,1169,11,24,23,22,24,22
1170,10.192,1170,11,24,23,22,24,22
1171,10.194,1171,11,24,23,22,24,22
1172,10.195,1172,11,24,23,22,24,22
1173,10.196,1173,11,24,23,22,24,22
1174,10.197,1174,11,24,23,22,24,22
1175,10.198,1175,11,24,23,22,24,22
1176,10.200,1176,11,24,23,22,24,22
1177,10.201,1177,11,24,23,22,24,22
1178,10.202,1178,11,24,23,22,24,22
1179,10.203,1179,11,24,23,22,24,22
1180,10.205,1180,11,24,23,22,24,22
1181,10.206,1181,11,24,23,22,24,22
1182,10.207,1182,11,24,23,22,24,22
1183,10.208,1183,11,24,23,22,24,22
1184,10.209,1184,11,24,23,22,24,22
1185,10.211,1185,11,24,23,22,24,22
1186,10.212,1186,11,24,23,22,24,22
1187,10.213,1187,11,24,23,22,24,22
1188,10.214,1188,11,24,23,22,24,22
1189,10.216,1189,11,24,23,22,24,22
1190,10.217,1190,11,24,23,22,24,22
1191,10.218,1191,11,24,23,22,24,22
1192,10.219,1192,11,24,23,22,24,22
1193,10.220,1193,11,24,23,22,24,22
1194,10.222,1194,11,24,23,22,24,22
1195,10.223,1195,11,24,23,22,24,22
1196,10.224,1196,11,24,23,22,24,22
1197,10.225,1197,11,24,23,22,24,22
1198,10.226,1198,11,24,23,22,24,22
1199,10.228,1199,11,24,23,22,24,22
1200,10.229,1200,11,24,23,22,24,22
1201,10.230,1201,11,24,24,22,24,22
1202,10.231,1202,11,24,24,22,24,22
1203,10.232,1203,11,24,24,22,24,23
1204,10.234,1204,11,24,24,22,24,23
1205,10.235,1205,11,24,24,22,24,23
1206,10.236,1206,11,24,24,22,24,23
1207,10.237,1207,11,24,24,22,24,23
1208,10.238,1208,11,24,24,22,24,23
1209,10.240,1209,11,24,24,22,24,23
1210,10.241,1210,11,24,24,22,24,23
1211,10.242,1211,11,24,24,22,24,23
1212,10.243,1212,11,24,24,22,24,23
1213,10.244,1213,11,24,24,22,24,23
1214,10.246,1214,11,24,24,22,24,23
1215,10.247,1215,11,24,24,22,24,23
1216,10.248,1216,11,24,24,22,24,23
1217,10.249,1217,11,24,24,22,24,23
1218,10.250,1218,11,24,24,22,24,23
1219,10.251,1219,11,24,24,22,24,23
1220,10.253,1220,11,24,24,22,24,23
1221,10.254,1221,11,24,24,22,24,23
1222,10.255,1222,11,24,24,22,24,23
1223,10.256,1223,11,24,24,22,24,23
1224,10.257,1224,11,24,24,22,24,23
1225,10.259,1225,11,24,24,22,24,23
1226,10.260,1226,11,24,24,22,24,23
1227,10.261,1227,11,24,24,22,24,23
1228,10.262,1228,11,24,24,22,24,23
1229,10.263,1229,11,24,24,22,24,23
1230,10.264,1230,11,24,24,22,24,23
1231,10.266,1231,11,24,24,22,24,23
1232,10.267,1232,11,24,24,22,24,23
1233,10.268,1233,11,24,24,22,24,23
1234,10.269,1234,11,24,24,22,24,23
1235,10.270,1235,11,24,24,22,24,23
1236,10.271,1236,11,24,24,22,24,23
1237,10.273,1237,11,24,24,22,24,23
1238,10.274,1238,11,24,24,22,24,23
1239,10.275,1239,11,24,24,22,24,23
1240,10.276,1240,11,24,24,22,24,23
1241,10.277,1241,11,24,24,22,24,23
1242,10.278,1242,11,24,24,22,24,23
1243,10.280,1243,11,24,24,22,24,23
1244,10.281,1244,11,24,24,22,24,23
1245,10.282,1245,11,24,24,22,24,23
1246,10.283,1246,11,24,24,22,24,23
1247,10.284,1247,11,24,24,22,24,23
1248,10.285,1248,11,24,24,22,24,23
1249,10.287,1249,11,24,24,22,24,23
1250,10.288,1250,11,24,24,22,24,23
1251,10.289,1251,11,24,24,22,24,23
1252,10.290,1252,11,24,24,22,24,23
1253,10.291,1253,11,24,24,22,24,23
1254,10.292,1254,11,24,24,22,24,23
1255,10.293,1255,11,24,24,22,24,23
1256,10.295,1256,11,24,24,22,24,23
1257,10.296,1257,11,24,24,22,24,23
1258,10.297,1258,11,24,24,22,24,23
1259,10.298,1259,11,24,24,22,24,23
1260,10.299,1260,11,24,24,22,24,23
1261,10.300,1261,11,24,24,22,24,23
1262,10.301,1262,11,24,24,22,24,23
1263,10.303,1263,11,24,24,22,24,23
1264,10.304,1264,11,24,24,22,24,23
1265,10.305,1265,11,24,24,22,24,23
1266,10.306,1266,11,24,24,22,24,23
1267,10.307,1267,11,24,24,22,24,23
1268,10.308,1268,11,24,24,22,24,23
1269,10.309,1269,11,24,24,22,24,23
1270,10.311,1270,11,24,24,22,24,23
1271,10.312,1271,11,24,24,22,24,23
1272,10.313,1272,11,24,24,22,24,23
1273,10.314,1273,11,24,24,22,24,23
1274,10.315,1274,11,24,24,22,24,23
1275,10.316,1275,11,24,24,22,24,23
1276,10.317,1276,11,24,24,22,24,23
1277,10.319,1277,11,24,24,22,24,23
1278,10.320,1278,11,24,24,22,24,23
1279,10.321,1279,11,24,24,22,24,23
1280,10.322,1280,11,24,24,22,24,23
1281,10.323,1281,11,24,24,22,24,23
1282,10.324,1282,11,24,24,22,24,23
1283,10.325,1283,11,24,24,22,24,23
1284,10.326,1284,11,24,24,22,24,23
1285,10.328,1285,11,24,24,22,24,23
1286,10.329,1286,11,24,24,22,24,23
1287,10.330,1287,11,24,24,22,24,24
1288,10.331,1288,11,24,24,22,24,24
1289,10.332,1289,11,24,24,22,24,24
1290,10.333,1290,11,24,24,22,24,24
1291,10.334,1291,11,24,24,22,24,24
1292,10.335,1292,11,24,24,22,24,24
1293,10.337,1293,11,24,24,22,24,24
1294,10.338,1294,11,24,24,22,24,24
1295,10.339,1295,11,24,24,22,24,24
1296,10.340,1296,11,24,24,22,24,24
1297,10.341,1297,11,24,24,22,24,24
1298,10.342,1298,11,24,24,22,24,24
1299,10.343,1299,11,24,24,22,24,24
1300,10.344,1300,11,24,24,22,24,24
1301,10.345,1301,11,24,24,22,24,24
1302,10.347,1302,11,24,24,22,24,24
1303,10.348,1303,11,24,24,22,24,24
1304,10.349,1304,11,24,24,22,24,24
1305,10.350,1305,11,24,24,22,24,24
1306,10.351,1306,11,24,24,22,24,24
1307,10.352,1307,11,24,24,22,24,24
1308,10.353,1308,11,24,24,22,24,24
1309,10.354,1309,11,24,24,22,24,24
1310,10.355,1310,11,24,24,22,24,24
1311,10.356,1311,11,24,24,22,24,24
1312,10.358,1312,11,24,24,22,24,24
1313,10.359,1313,11,24,24,22,24,24
1314,10.360,1314,11,24,24,22,24,24
1315,10.361,1315,11,24,24,22,24,24
1316,10.362,1316,11,24,24,22,24,24
1317,10.363,1317,11,24,24,22,24,24
1318,10.364,1318,11,24,24,22,24,24
1319,10.365,1319,11,24,24,22,24,24
1320,10.366,1320,11,24,24,22,24,24
1321,10.367,1321,11,24,24,22,24,24
1322,10.369,1322,11,24,24,22,24,24
1323,10.370,1323,11,24,24,22,24,24
1324,10.371,1324,11,24,24,22,24,24
1325,10.372,1325,11,24,24,22,24,24
1326,10.373,1326,11,24,24,22,24,24
1327,10.374,1327,11,24,24,22,24,24
1328,10.375,1328,11,24,24,22,24,24
1329,10.376,1329,11,24,24,22,24,24
1330,10.377,1330,11,24,24,22,24,24
1331,10.378,1331,11,24,24,22,24,24
1332,10.379,1332,11,24,24,22,24,24
1333,10.380,1333,11,24,24,22,24,24
1334,10.382,1334,11,24,24,22,24,24
1335,10.383,1335,11,24,24,22,24,24
1336,10.384,1336,11,24,24,22,24,24
1337,10.385,1337,11,24,24,22,24,24
1338,10.386,1338,11,24,24,22,24,24
1339,10.387,1339,11,24,24,22,24,24
1340,10.388,1340,11,24,24,22,24,24
1341,10.389,1341,11,24,24,22,24,24
1342,10.390,1342,11,24,24,22,24,24
1343,10.391,1343,11,24,24,22,24,24
1344,10.392,1344,11,24,24,22,24,24
1345,10.393,1345,11,24,24,22,24,24
1346,10.394,1346,11,24,24,22,24,24
1347,10.396,1347,11,24,24,22,24,24
1348,10.397,1348,11,24,24,22,24,24
1349,10.398,1349,11,24,24,22,24,24
1350,10.399,1350,11,24,24,22,24,24
1351,10.400,1351,11,24,24,22,24,24
1352,10.401,1352,11,24,24,22,24,24
1353,10.402,1353,11,24,24,22,24,24
1354,10.403,1354,11,24,24,22,24,24
1355,10.404,1355,11,24,24,22,24,24
1356,10.405,1356,11,24,24,22,24,24
1357,10.406,1357,11,24,24,22,24,24
1358,10.407,1358,11,24,24,22,24,24
